mc,t,receiver_clock_s,pos_error_m,vel_error_mps,x_error_m,y_error_m,z_error_m,vx_error_mps,vy_error_mps,vz_error_mps,clock_bias_error_m,clock_drift_error_mps,x_3sigma_m,y_3sigma_m,z_3sigma_m,vx_3sigma_mps,vy_3sigma_mps,vz_3sigma_mps,r_error_m,t_error_m,n_error_m,rdot_error_mps,tdot_error_mps,ndot_error_mps,r_3sigma_m,t_3sigma_m,n_3sigma_m,rdot_3sigma_mps,tdot_3sigma_mps,ndot_3sigma_mps,clock_bias_3sigma_m,clock_drift_3sigma_mps,srp_coeff_est_m2_kg,srp_coeff_error_m2_kg,srp_coeff_3sigma_m2_kg,num_channels,num_tracked_satellites,num_measurements
0,0,2e-06,23.4545,0.0410096,11.0603,-9.63389,18.3022,0.0402193,-0.00785159,-0.00159664,30.8167,0.00159435,59.9704,59.9071,59.9348,0.06,0.06,0.06,14.8752,-5.58495,17.2525,-0.0139639,-0.0128582,0.0363519,59.9499,59.9457,59.9166,0.06,0.06,0.06,65.6434,0,nan,nan,nan,4,4,4
0,1,1,22.7235,0.074075,10.8451,-9.4729,17.5786,0.0573321,-0.0425434,-0.0197537,37.5728,0.00159273,59.9626,59.8992,59.8956,0.0599691,0.0598736,0.0599663,14.2596,-5.31254,16.876,-0.0275306,0.0130513,0.0675192,59.9152,59.9396,59.9027,0.0599813,0.0599303,0.0598975,62.8173,0,nan,nan,nan,4,4,8
0,2,2,22.6251,0.0710567,10.7479,-9.5455,17.4717,0.0559521,-0.0397969,-0.0182928,38.0032,0.00159788,59.9548,59.8914,59.8566,0.0599386,0.0597485,0.0599331,14.2142,-5.17444,16.8248,-0.0264199,0.0110208,0.0650353,59.8805,59.9334,59.8889,0.0599629,0.0598613,0.0597961,61.846,0,nan,nan,nan,4,4,8
0,3,3,21.0588,0.0481583,10.0597,-9.14914,16.0801,0.0446557,-0.0169344,-0.00619017,38.0065,0.00160182,59.947,59.8837,59.8178,0.0599084,0.0596245,0.0599003,13.1119,-4.57293,15.8316,-0.0173707,-0.0060903,0.0445016,59.846,59.9273,59.8751,0.0599449,0.0597928,0.0596956,61.3544,0,nan,nan,nan,4,4,8
0,4,4,21.1523,0.0343128,9.50221,-9.48267,16.3465,0.0331458,0.00644795,0.00609503,40.7442,0.00160167,59.9393,59.876,59.779,0.0598786,0.0595016,0.0598678,13.6359,-4.1664,15.6245,-0.00823758,-0.0235852,0.0235212,59.8116,59.9212,59.8614,0.0599272,0.059725,0.0595961,61.0576,0,nan,nan,nan,4,4,8
0,5,5,20.4383,0.0401664,9.46737,-9.03922,15.6966,0.0223081,0.0283747,0.0176228,40.8951,0.00160511,59.9316,59.8683,59.7404,0.059849,0.0593798,0.0598357,12.9493,-4.22677,15.2372,0.000326966,-0.0399837,0.00381281,59.7774,59.9152,59.8478,0.0599098,0.0596576,0.0594974,60.8588,0,nan,nan,nan,4,4,8
0,6,6,20.4087,0.0589776,8.90401,-9.19389,15.8967,0.0115543,0.0500115,0.0290466,37.3983,0.00160712,59.9239,59.8607,59.7019,0.0598197,0.0592589,0.0598039,13.3705,-3.92742,14.9104,0.00882147,-0.0561679,-0.0156748,59.7432,59.9091,59.8342,0.0598927,0.0595908,0.0593996,60.7165,0,nan,nan,nan,4,4,8
0,7,7,18.9774,0.08326,8.18195,-8.69487,14.7512,0.000400885,0.072609,0.0407431,35.3658,0.00162182,59.9163,59.8531,59.6636,0.0597907,0.059139,0.0597724,12.4763,-3.48819,13.8678,0.0174343,-0.0730216,-0.0360018,59.7092,59.9031,59.8207,0.059876,0.0595245,0.0593026,60.6095,0,nan,nan,nan,4,4,8
0,8,8,17.0986,0.109058,7.78408,-7.73038,13.1154,-0.0106637,0.0950185,0.0524545,32.8375,0.00161496,59.9087,59.8456,59.6253,0.0597619,0.05902,0.0597413,10.9051,-3.35567,12.7351,0.0260548,-0.0897917,-0.0561455,59.6753,59.8971,59.8072,0.0598595,0.0594585,0.0592063,60.5262,0,nan,nan,nan,4,4,8
0,9,9,17.7946,0.136071,7.47194,-7.95766,14.0533,-0.0219556,0.117816,0.0644419,29.2965,0.00160904,59.9011,59.8381,59.5872,0.0597333,0.0589018,0.0597104,11.9143,-3.43249,12.7638,0.0348815,-0.106877,-0.076655,59.6416,59.8912,59.7938,0.0598432,0.059393,0.0591107,60.4595,0,nan,nan,nan,4,4,8
0,10,10,18.2697,0.175846,7.38441,-7.79053,14.7837,-0.0387731,0.151095,0.0811721,26.9464,0.00160272,59.8936,59.8307,59.5492,0.059705,0.0587843,0.0596798,12.5531,-3.83427,12.7082,0.0472008,-0.131338,-0.106978,59.6079,59.8852,59.7805,0.0598273,0.0593279,0.0590157,60.4048,0,nan,nan,nan,4,4,8
0,11,11,18.1278,0.18733,7.17171,-7.5513,14.8378,-0.0430337,0.160255,0.0869415,22.9301,0.00160081,59.8861,59.8232,59.5113,0.0596769,0.0586677,0.0596494,12.6139,-3.94596,12.4071,0.0514255,-0.138768,-0.114853,59.5744,59.8793,59.7672,0.0598116,0.0592632,0.0589214,60.3593,0,nan,nan,nan,4,4,8
0,12,12,17.0071,0.22093,6.96431,-6.61032,14.0372,-0.0568528,0.188047,0.101075,21.8159,0.00160223,59.8786,59.8159,59.4735,0.0596489,0.0585517,0.0596193,11.7252,-4.23665,11.5677,0.0617154,-0.159402,-0.139972,59.541,59.8734,59.754,0.0597961,0.0591988,0.0588276,60.3207,0,nan,nan,nan,4,4,8
0,13,13,16.2929,0.239154,6.12692,-6.33238,13.7048,-0.0641075,0.202865,0.109228,20.4694,0.00160177,59.8712,59.8086,59.4358,0.0596212,0.0584363,0.0595894,11.6589,-3.91206,10.6876,0.0676481,-0.170746,-0.15318,59.5077,59.8675,59.7408,0.0597808,0.0591347,0.0587344,60.2877,0,nan,nan,nan,4,4,8
0,14,14,16.4431,0.263713,5.52767,-6.22579,14.1796,-0.0739659,0.222896,0.119962,19.1951,0.00159297,59.8638,59.8013,59.3983,0.0595936,0.0583215,0.0595597,12.2714,-3.91345,10.2212,0.07545,-0.18593,-0.17112,59.4745,59.8616,59.7276,0.0597658,0.0590708,0.0586417,60.2591,0,nan,nan,nan,4,4,8
0,15,15,15.6104,0.284094,4.64858,-5.79084,13.731,-0.082077,0.239436,0.129008,17.4144,0.00158655,59.8564,59.794,59.3608,0.0595662,0.0582073,0.0595303,12.076,-3.63994,9.19816,0.0820063,-0.198576,-0.185882,59.4414,59.8558,59.7146,0.059751,0.0590073,0.0585495,60.234,0,nan,nan,nan,4,4,8
0,16,16,16.4359,0.309286,4.35685,-5.70834,14.7842,-0.0921376,0.259841,0.140183,15.4404,0.00158807,59.8491,59.7868,59.3235,0.059539,0.0580937,0.059501,13.0981,-4.01829,9.07921,0.0901384,-0.214155,-0.204134,59.4085,59.8499,59.7016,0.0597364,0.0589439,0.0584577,60.2119,0,nan,nan,nan,4,4,8
0,17,17,15.8732,0.318246,4.49355,-4.92828,14.4041,-0.0958614,0.267675,0.142971,14.1668,0.00158521,59.8418,59.7797,59.2863,0.0595119,0.0579805,0.0594718,12.4997,-4.52821,8.67236,0.0917746,-0.219605,-0.211261,59.3756,59.8441,59.6886,0.0597221,0.0588808,0.0583663,60.1923,0,nan,nan,nan,4,4,8
0,18,18,16.1175,0.330223,4.15598,-4.70313,14.8452,-0.0998948,0.277292,0.148919,13.5941,0.00158213,59.8345,59.7725,59.2492,0.0594849,0.0578677,0.0594429,12.9542,-4.73429,8.33947,0.0958607,-0.22762,-0.219196,59.3429,59.8383,59.6757,0.0597079,0.0588179,0.0582753,60.1748,0,nan,nan,nan,4,4,8
0,19,19,15.7031,0.343987,3.65798,-4.18401,14.6867,-0.105894,0.287975,0.155511,11.3432,0.00157246,59.8273,59.7654,59.2122,0.0594581,0.0577554,0.0594141,12.8549,-4.83253,7.61467,0.10095,-0.235783,-0.229221,59.3103,59.8325,59.6628,0.0596938,0.0587552,0.0581846,60.159,0,nan,nan,nan,4,4,8
0,20,20,14.6194,0.306319,4.07185,-3.73486,13.535,-0.0911016,0.257935,0.137845,10.4439,0.0015727,59.8201,59.7584,59.1754,0.0594313,0.0576434,0.0593854,11.5538,-4.89138,7.504,0.0876143,-0.212433,-0.202551,59.2778,59.8268,59.65,0.05968,0.0586926,0.0580943,60.1447,0,nan,nan,nan,4,4,8
0,21,21,13.7839,0.287784,3.87473,-3.43044,12.7755,-0.0836268,0.242319,0.130796,9.14515,0.00156464,59.8129,59.7513,59.1386,0.0594047,0.0575318,0.0593569,10.8656,-4.71175,7.05226,0.0826111,-0.201125,-0.18853,59.2455,59.821,59.6373,0.0596664,0.0586301,0.0580043,60.1318,0,nan,nan,nan,4,4,8
0,22,22,13.7612,0.259697,3.57583,-3.80402,12.7324,-0.0724748,0.219429,0.118495,7.73681,0.00156567,59.8058,59.7444,59.1019,0.0593782,0.0574205,0.0593285,11.0341,-4.271,7.02689,0.0735357,-0.183763,-0.168126,59.2132,59.8153,59.6246,0.0596529,0.0585678,0.0579145,60.12,0,nan,nan,nan,4,4,8
0,23,23,13.4491,0.228075,4.17055,-3.67285,12.2472,-0.0597137,0.193602,0.104741,6.8373,0.00156647,59.7987,59.7374,59.0654,0.0593517,0.0573095,0.0593002,10.3449,-4.45613,7.3487,0.0633845,-0.164293,-0.144942,59.181,59.8096,59.6119,0.0596395,0.0585056,0.057825,60.1092,0,nan,nan,nan,4,4,8
0,24,24,14.0124,0.196165,4.63592,-4.0972,12.5725,-0.0467652,0.16735,0.091037,6.74602,0.00156661,59.7916,59.7305,59.029,0.0593254,0.0571987,0.059272,10.5734,-4.50208,8.01755,0.0533474,-0.144597,-0.121353,59.149,59.8039,59.5993,0.0596264,0.0584435,0.0577357,60.0993,0,nan,nan,nan,4,4,8
0,25,25,13.5695,0.16454,4.95487,-4.16256,11.927,-0.0338674,0.141303,0.0771999,6.79953,0.00156583,59.7845,59.7236,58.9927,0.0592991,0.0570882,0.0592439,9.89601,-4.33431,8.2106,0.0431818,-0.124963,-0.0979444,59.1171,59.7982,59.5867,0.0596134,0.0583814,0.0576467,60.0901,0,nan,nan,nan,4,4,8
0,26,26,12.9202,0.132635,4.9795,-4.36122,11.0957,-0.0207443,0.114786,0.0631341,7.29363,0.00157143,59.7775,59.7167,58.9564,0.0592729,0.0569778,0.0592158,9.19843,-3.84246,8.21921,0.0328823,-0.104965,-0.074116,59.0852,59.7925,59.5742,0.0596005,0.0583194,0.0575578,60.0817,0,nan,nan,nan,4,4,8
0,27,27,10.8108,0.100412,4.55933,-4.15592,8.87779,-0.0072728,0.0875422,0.0486416,7.60962,0.00157846,59.7705,59.7099,58.9203,0.0592468,0.0568677,0.0591879,7.32464,-2.84611,7.42453,0.0222974,-0.0843817,-0.0496498,59.0535,59.7869,59.5618,0.0595877,0.0582575,0.057469,60.0739,0,nan,nan,nan,4,4,8
0,28,28,11.178,0.0656868,5.66384,-4.38979,8.57898,0.00802313,0.0566124,0.0323329,7.88217,0.00158348,59.7636,59.7031,58.8843,0.0592207,0.0567577,0.05916,6.71118,-3.07272,8.39444,0.0104464,-0.061059,-0.0218498,59.0219,59.7813,59.5494,0.0595752,0.0581956,0.0573805,60.0666,0,nan,nan,nan,4,4,8
0,29,29,10.4275,0.0387861,5.91196,-4.57729,7.26842,0.022881,0.026668,0.0164207,8.45227,0.00158252,59.7567,59.6964,58.8484,0.0591947,0.0566479,0.0591322,5.50379,-2.48548,8.50079,-0.0011259,-0.0384349,0.00508474,58.9904,59.7757,59.537,0.0595627,0.0581337,0.057292,60.0599,0,nan,nan,nan,4,4,8
0,30,30,10.1277,0.0366211,6.41594,-4.77271,6.2151,0.0365656,-0.000943886,0.00177971,9.2563,0.00158031,59.7498,59.6896,58.8127,0.0591688,0.0565381,0.0591045,4.43277,-2.12468,8.85476,-0.0117371,-0.017565,0.0299135,58.959,59.7701,59.5247,0.0595504,0.0580718,0.0572037,60.0536,0,nan,nan,nan,4,4,8
0,31,31,10.7769,0.0602894,7.32666,-5.26194,5.89687,0.0508126,-0.0295942,-0.0133071,10.3004,0.00157325,59.7429,59.6829,58.777,0.0591428,0.0564285,0.0590768,3.94356,-2.05211,9.81724,-0.0226429,0.00403564,0.0557299,58.9277,59.7645,59.5125,0.0595381,0.05801,0.0571154,60.0477,0,nan,nan,nan,4,4,8
0,32,32,11.1323,0.0586539,7.5107,-5.34201,6.24349,0.0500284,-0.0279696,-0.0124552,10.971,0.00157092,59.7361,59.6763,58.7414,0.0591169,0.0563189,0.0590492,4.20318,-2.23237,10.0637,-0.0220353,0.00281604,0.0542844,58.8965,59.7589,59.5002,0.0595261,0.0579481,0.0570273,60.0422,0,nan,nan,nan,4,4,8
0,33,33,10.4232,0.0415493,7.18827,-4.66402,5.93461,0.040556,-0.00869687,-0.00243289,11.8444,0.00156766,59.7293,59.6696,58.7059,0.0590911,0.0562094,0.0590216,3.86262,-2.46363,9.36241,-0.0148778,-0.0117026,0.0369871,58.8655,59.7533,59.4881,0.0595141,0.0578862,0.0569392,60.037,0,nan,nan,nan,4,4,8
0,34,34,11.1027,0.0337422,7.24894,-4.5203,7.09155,0.0314685,0.00969275,0.00737026,12.792,0.00155827,59.7225,59.663,58.6705,0.0590653,0.0561,0.058994,4.8251,-3.1091,9.5038,-0.00783579,-0.0256457,0.0204802,58.8345,59.7478,59.4759,0.0595022,0.0578242,0.0568511,60.0321,0,nan,nan,nan,4,4,8
0,35,35,11.021,0.0402952,6.99645,-4.06479,7.48264,0.0219834,0.0289189,0.0174392,13.5036,0.00156852,59.7158,59.6564,58.6353,0.0590395,0.0559906,0.0589665,5.13909,-3.50965,9.09587,-0.000657534,-0.0401619,0.00320729,58.8036,59.7422,59.4639,0.0594905,0.0577623,0.0567631,60.0276,0,nan,nan,nan,4,4,8
0,36,36,10.6217,0.05688,6.44904,-3.57458,7.64538,0.0124771,0.0481233,0.027637,13.8433,0.00156593,59.709,59.6499,58.6001,0.0590137,0.0558811,0.058939,5.35069,-3.69644,8.39797,0.00662953,-0.0547173,-0.01405,58.7729,59.7367,59.4518,0.0594789,0.0577002,0.0566752,60.0232,0,nan,nan,nan,4,4,8
0,37,37,9.14179,0.0784246,5.25543,-2.83167,6.92347,0.00242926,0.0684008,0.0382864,13.9894,0.0015752,59.7024,59.6433,58.565,0.058988,0.0557717,0.0589115,4.9501,-3.38049,6.90225,0.0142046,-0.0700392,-0.0322979,58.7422,59.7312,59.4398,0.0594674,0.0576382,0.0565872,60.0192,0,nan,nan,nan,4,4,8
0,38,38,7.76582,0.100913,4.34827,-1.91218,6.14362,-0.00729975,0.0881436,0.0485887,14.4572,0.00157224,59.6957,59.6368,58.5301,0.0589623,0.0556623,0.058884,4.34291,-3.30979,5.52199,0.0214802,-0.0849638,-0.050032,58.7117,59.7257,59.4279,0.0594559,0.057576,0.0564993,60.0154,0,nan,nan,nan,4,4,8
0,39,39,6.89959,0.122876,3.71094,-1.03114,5.72451,-0.0165189,0.106806,0.0584651,14.6256,0.00157447,59.6891,59.6303,58.4952,0.0589366,0.0555529,0.0588566,3.96488,-3.49595,4.43423,0.0284665,-0.0991311,-0.0667921,58.6812,59.7202,59.416,0.0594446,0.0575138,0.0564113,60.0117,0,nan,nan,nan,4,4,8
0,40,40,7.32886,0.155187,2.93798,-0.500702,6.6955,-0.0302563,0.134059,0.0720796,15.2129,0.00157832,59.6825,59.6239,58.4604,0.0589109,0.0554434,0.0588292,4.96471,-3.96084,3.65726,0.0380586,-0.11934,-0.0916103,58.6509,59.7148,59.4041,0.0594334,0.0574516,0.0563234,60.0083,0,nan,nan,nan,4,4,8
0,41,41,7.18264,0.165306,2.9446,0.177003,6.54891,-0.0339677,0.14221,0.0771268,15.1015,0.00156562,59.6759,59.6175,58.4257,0.0588852,0.0553339,0.0588017,4.64219,-4.41871,3.24273,0.0415783,-0.126023,-0.0985673,58.6206,59.7093,59.3923,0.0594223,0.0573892,0.0562354,60.0051,0,nan,nan,nan,4,4,8
0,42,42,6.89489,0.188768,1.60839,0.637471,6.6743,-0.043625,0.161589,0.0872883,14.6352,0.00157073,59.6694,59.6111,58.3912,0.0588595,0.0552244,0.0587743,5.12347,-4.19145,1.92908,0.0487268,-0.14068,-0.116053,58.5905,59.7038,59.3806,0.0594113,0.0573268,0.0561475,60.002,0,nan,nan,nan,4,4,8
0,43,43,6.62115,0.209982,0.731509,1.46358,6.4158,-0.0522399,0.178952,0.0966415,14.244,0.00157529,59.6629,59.6047,58.3567,0.0588339,0.0551148,0.0587469,4.99158,-4.29222,0.707583,0.0553106,-0.153952,-0.13165,58.5604,59.6984,59.3688,0.0594004,0.0572642,0.0560595,59.999,0,nan,nan,nan,4,4,8
0,44,44,7.39376,0.231665,0.599038,2.29523,7.00291,-0.0609092,0.196632,0.106276,13.6102,0.00157721,59.6564,59.5983,58.3223,0.0588082,0.0550051,0.0587195,5.32585,-5.12457,0.204664,0.0620573,-0.167573,-0.147435,58.5305,59.693,59.3571,0.0593896,0.0572016,0.0559714,59.9963,0,nan,nan,nan,4,4,8
0,45,45,7.9432,0.260677,-0.798362,3.00823,7.30806,-0.072868,0.220449,0.118512,13.2118,0.00157789,59.6499,59.592,58.288,0.0587826,0.0548954,0.0586921,5.91851,-5.14121,-1.27815,0.0706096,-0.185457,-0.169035,58.5006,59.6875,59.3455,0.0593788,0.0571389,0.0558834,59.9936,0,nan,nan,nan,4,4,8
0,46,46,8.7286,0.272707,-1.14745,3.35642,7.97535,-0.0773732,0.229997,0.124433,12.7792,0.0015843,59.6435,59.5856,58.2538,0.0587569,0.0547855,0.0586647,6.53859,-5.53963,-1.65767,0.0747438,-0.193247,-0.177308,58.4709,59.6821,59.3339,0.0593682,0.0570761,0.0557953,59.9911,0,nan,nan,nan,4,4,8
